wage_eur,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_reactions,movement_balance,power_shot_power,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_sliding_tackle
51000,69,69,60,76,69,74,72,72,74,76,68,71,70,75,74,68,57,70,52,74,67,74,55,53
42000,35,23,68,69,34,52,35,34,60,58,57,60,71,57,52,60,77,29,82,35,56,70,72,74
16000,67,61,74,69,62,63,63,53,72,67,66,66,72,65,73,73,79,62,74,63,61,68,76,75
20000,69,62,54,78,52,70,62,40,73,75,74,75,72,73,85,76,84,74,81,67,57,65,70,62
17000,77,28,70,75,26,66,42,40,50,74,70,70,70,66,47,73,61,35,65,51,38,61,72,77
13000,14,5,12,32,10,20,12,12,17,23,38,34,69,48,51,34,60,19,28,45,22,65,16,13
19000,34,22,73,62,15,50,20,18,54,55,56,60,72,37,52,52,89,38,75,22,35,62,74,74
28000,67,27,71,70,40,67,63,44,65,70,69,73,67,62,67,67,78,52,74,49,42,73,72,77
17000,74,68,43,77,47,78,72,57,72,76,78,73,65,88,64,64,47,63,48,75,73,66,41,54
42000,58,55,71,78,53,74,51,38,77,78,60,68,70,65,75,67,73,67,73,76,49,68,69,73
39000,80,69,49,77,72,81,77,69,72,81,86,82,76,77,69,73,66,70,65,75,67,77,72,69
35000,70,66,60,79,65,72,79,77,76,77,71,66,70,75,75,66,62,75,74,73,52,68,67,68
14000,37,23,76,54,26,37,25,26,52,50,61,69,67,59,53,65,85,33,76,41,40,69,76,73
20000,67,64,64,75,63,74,70,67,73,75,80,79,70,67,75,75,74,74,54,75,55,78,50,42
40000,65,68,54,75,52,75,71,52,67,74,74,79,72,80,80,88,72,74,76,74,51,77,63,65
40000,40,30,78,68,55,58,31,36,74,62,48,58,74,35,72,64,77,59,79,62,37,63,70,74
11000,20,19,14,29,12,18,17,14,22,22,62,42,71,57,57,35,65,15,25,28,23,35,20,16
38000,52,50,58,76,36,64,59,35,78,72,66,49,72,82,73,72,65,68,75,70,59,70,72,72
28000,31,77,82,63,64,69,51,37,42,73,56,57,71,32,78,77,88,65,61,67,72,72,17,17
23000,73,68,50,69,62,83,78,67,56,77,87,84,69,79,77,72,55,69,61,71,71,70,32,24
55000,35,77,76,64,61,68,58,30,42,75,49,69,74,37,78,72,92,66,51,63,67,56,20,22
25000,71,74,53,73,70,78,71,69,65,77,78,78,67,63,75,69,68,73,61,69,56,73,37,19
19000,71,73,54,72,68,78,69,61,63,76,80,82,69,77,71,72,80,74,33,67,67,67,42,16
71000,76,61,68,77,72,86,82,72,67,87,76,78,68,75,76,67,74,72,50,68,72,70,41,34
8000,63,69,31,74,65,76,68,70,58,76,88,82,77,90,73,68,52,66,53,69,57,66,32,27
24000,40,29,70,71,28,53,37,34,70,57,73,86,73,71,67,81,77,49,74,31,32,69,78,71
25000,75,62,47,82,65,77,64,57,78,78,76,73,72,67,70,63,68,74,74,76,60,76,64,66
36000,57,75,73,62,74,71,64,67,41,72,78,82,66,67,79,64,70,71,65,62,69,65,55,23
10000,65,58,66,76,58,70,56,53,72,73,67,66,74,67,78,89,69,66,75,68,74,72,69,64
20000,67,62,52,77,61,68,67,69,73,73,65,68,72,74,62,89,69,67,72,73,57,71,76,69
30000,51,76,77,69,76,66,68,46,54,74,42,58,75,35,80,66,89,75,61,65,72,70,55,24
32000,62,51,62,80,28,81,65,38,74,79,68,68,68,67,78,81,76,76,65,71,29,80,54,60
11000,72,56,58,77,60,72,66,55,74,74,73,73,75,83,72,87,73,66,74,72,51,77,64,60
20000,54,60,57,74,59,65,59,52,75,72,62,65,74,57,80,90,74,73,76,73,41,82,67,69
8000,42,42,69,70,42,64,55,39,78,70,70,74,75,54,59,83,76,49,80,64,49,75,74,74
10000,15,16,11,34,11,15,12,12,35,24,43,41,67,54,53,33,57,15,16,61,23,57,18,10
17000,68,55,68,77,74,76,64,64,75,77,71,70,68,67,78,77,77,77,86,69,68,74,76,77
26000,77,48,52,74,68,72,76,81,74,75,76,74,74,75,89,70,71,84,85,41,46,66,75,80
20000,59,50,63,78,59,72,49,48,74,74,65,66,73,64,74,69,77,59,87,72,69,71,72,67
50000,21,12,14,32,8,20,33,21,49,20,63,65,59,49,63,45,67,19,32,52,41,55,23,11
1000,55,77,76,66,67,70,56,53,43,73,75,76,66,57,69,60,84,65,78,60,67,66,17,20
31000,83,54,67,74,53,78,84,63,71,77,75,73,73,76,78,73,78,68,73,77,46,71,71,72
36000,76,66,40,73,56,79,70,64,67,76,77,77,69,77,74,67,60,72,55,74,55,68,63,48
46000,61,70,60,75,68,81,76,62,70,80,71,65,64,75,82,59,77,78,48,72,56,83,49,43
1000,70,65,46,76,70,76,74,73,73,75,82,78,66,84,73,68,44,75,39,76,67,70,47,26
19000,69,53,59,72,46,75,72,71,69,73,83,84,71,73,78,87,71,67,78,60,49,80,68,75
26000,67,74,56,73,72,80,64,56,67,78,77,77,75,75,73,76,74,72,54,68,59,74,39,54
21000,48,41,52,71,42,62,49,49,70,75,54,41,69,39,79,76,89,78,75,58,39,59,76,74
20000,60,75,77,62,65,73,46,55,36,73,80,85,74,70,73,71,74,57,37,56,78,68,12,15
24000,79,58,54,76,75,75,80,68,76,75,64,55,76,66,86,75,67,84,60,74,46,73,68,41
22000,59,57,56,79,58,77,69,55,70,78,66,65,76,62,75,86,65,63,63,76,61,63,59,58
22000,74,72,64,75,63,74,75,66,69,77,75,72,77,84,74,69,52,76,71,75,55,76,41,53
1000,77,70,66,74,65,79,77,80,73,78,70,68,70,78,73,67,61,77,60,76,66,69,23,32
41000,72,70,61,68,62,78,74,56,63,77,85,86,71,75,78,61,73,67,68,72,72,62,25,36
28000,70,58,61,81,57,71,70,76,80,77,59,60,71,69,78,59,55,80,45,77,80,64,65,59
50000,49,76,74,65,67,68,67,76,59,72,69,67,73,74,81,68,90,68,78,58,86,74,40,19
28000,50,59,69,76,35,71,52,43,72,79,68,68,73,70,65,81,70,59,69,71,54,72,67,75
8000,58,70,60,67,70,79,69,55,60,76,92,92,73,91,85,77,54,76,68,70,64,66,44,30
17000,63,49,47,78,71,72,68,68,76,76,82,74,75,92,76,88,55,78,76,69,57,67,73,66
26000,69,74,62,74,69,78,70,69,66,76,78,76,69,74,75,70,67,71,48,73,68,66,43,39
8000,74,64,62,72,65,75,69,57,64,74,80,82,76,77,58,93,38,60,49,62,70,56,70,71
16000,62,66,74,76,63,68,47,43,71,74,59,63,74,53,72,86,68,68,76,74,48,67,67,66
20000,52,38,68,75,48,68,58,62,69,72,59,52,71,56,69,69,76,61,88,67,53,78,76,72
32000,76,58,64,76,59,74,67,42,69,76,73,77,76,68,68,87,54,49,73,63,48,72,76,74
25000,62,75,65,67,70,73,58,62,55,72,87,84,72,76,78,85,75,69,68,57,76,69,23,45
13000,16,14,19,30,16,17,20,14,30,24,53,43,70,45,53,43,72,13,18,65,21,63,13,13
22000,70,76,55,73,68,78,76,63,56,80,81,78,68,88,69,60,35,71,40,70,68,78,38,25
38000,35,77,74,75,65,67,54,39,40,75,60,62,74,66,83,52,76,68,78,64,81,74,39,22
12000,72,48,59,69,31,69,46,42,65,71,88,85,73,66,45,86,66,60,65,62,46,55,70,74
13000,76,72,45,76,67,78,78,83,75,77,68,64,73,76,86,76,69,80,49,76,75,76,43,48
21000,68,73,74,71,59,74,50,68,67,76,79,84,72,68,68,75,74,66,44,70,65,67,32,25
1000,78,48,58,74,44,75,71,70,74,74,76,74,76,77,80,86,70,71,70,76,67,73,69,71
1000,14,10,14,31,8,12,14,15,29,20,35,34,71,29,56,39,70,9,36,58,20,60,17,13
1000,64,68,38,75,52,75,54,50,69,73,70,72,76,88,66,78,34,72,47,75,49,73,65,69
21000,11,13,11,31,11,21,18,18,21,32,51,53,76,58,46,34,76,11,16,48,43,62,12,13
18000,77,70,49,72,74,78,84,83,64,80,74,73,71,82,83,66,60,79,38,78,68,76,36,28
10000,74,55,59,75,61,73,72,54,66,72,76,78,72,86,74,89,77,58,81,74,48,72,70,71
40000,78,40,65,72,46,71,68,50,69,71,75,76,74,72,79,74,67,65,74,56,64,70,75,73
34000,46,26,70,70,26,64,28,32,68,68,65,65,70,66,48,65,73,28,73,42,41,74,74,78
17000,69,64,50,75,64,77,70,69,76,78,72,55,72,81,76,59,47,76,45,78,59,73,55,55
44000,73,50,68,79,58,71,64,50,76,74,75,68,77,70,83,79,70,78,86,67,44,76,73,76
26000,72,36,66,68,35,75,30,31,61,69,89,85,74,69,30,76,66,31,71,56,56,62,71,76
30000,46,51,80,73,42,62,58,68,75,68,49,46,74,69,76,73,76,72,67,66,42,70,73,71
13000,72,47,58,74,49,75,65,47,60,74,88,89,73,80,62,82,64,53,73,55,50,67,69,69
16000,45,35,74,65,27,57,32,34,56,62,48,62,67,55,50,72,83,33,76,44,44,65,77,70
11000,15,12,14,31,16,15,15,15,25,23,47,44,69,39,48,45,69,15,30,35,23,54,15,12
30000,30,28,77,67,46,54,26,26,60,60,67,63,70,58,45,67,78,35,75,46,54,75,75,75
38000,15,12,15,18,15,11,18,13,16,15,30,39,71,22,32,31,73,19,39,42,22,58,13,17
15000,74,56,75,75,66,66,62,59,74,70,64,68,73,58,74,78,73,68,74,67,54,75,75,76
46000,14,12,17,35,11,15,14,13,39,19,29,34,71,30,50,25,67,15,17,53,12,56,20,15
34000,39,43,79,61,55,50,50,36,60,58,50,53,66,50,71,59,76,54,82,51,55,68,75,78
44000,70,38,76,68,39,58,60,35,64,67,47,52,73,49,61,61,76,38,71,39,58,74,75,76
15000,36,33,79,58,22,30,33,39,46,48,47,55,69,35,70,65,91,35,83,38,40,74,73,74
1000,71,34,73,70,29,58,31,38,71,68,67,73,69,63,39,87,79,28,73,62,35,64,77,72
24000,15,15,14,27,16,15,16,16,28,25,55,57,68,50,59,39,71,15,35,51,16,56,22,12
1000,73,42,60,73,55,75,72,60,68,75,85,82,74,81,72,85,68,66,72,69,42,68,69,72
40000,63,66,42,73,68,77,72,66,71,78,82,76,73,69,76,86,71,73,81,76,69,78,66,54
25000,72,71,43,72,55,80,69,71,70,79,84,76,69,82,70,74,55,76,37,65,58,63,54,25
42000,77,62,69,74,55,78,78,73,69,74,85,87,67,80,72,87,80,70,69,69,85,73,63,71
46000,70,75,71,73,74,74,76,51,63,72,75,76,72,73,77,65,72,72,72,57,74,72,28,40
20000,68,64,58,77,62,79,61,51,72,77,84,84,77,89,66,88,64,62,68,72,56,75,60,52
32000,70,77,63,75,73,79,76,69,65,78,79,78,74,84,78,61,56,75,62,76,74,75,46,33
46000,64,73,66,75,62,75,74,70,71,73,75,75,69,65,75,84,68,80,67,73,52,67,61,61
64000,71,70,49,75,57,79,77,66,69,77,82,78,67,75,75,64,70,72,38,70,68,74,17,12
32000,63,41,72,71,33,65,54,52,68,70,66,66,75,74,42,74,70,35,72,52,43,65,76,80
28000,72,63,65,73,46,75,68,44,67,72,82,82,78,76,78,77,67,68,74,66,65,68,73,74
26000,69,66,49,76,58,75,80,81,70,75,73,66,73,82,75,70,51,77,53,75,65,67,37,34
8000,66,62,54,75,66,73,70,63,72,73,77,71,72,74,73,76,74,66,82,63,59,70,74,71
11000,19,14,16,30,13,17,15,18,21,23,38,35,72,62,52,31,64,17,39,69,17,66,11,13
1000,37,38,77,67,24,42,28,29,64,53,64,66,72,59,65,77,83,42,73,36,37,77,75,74
1000,73,66,51,77,67,78,68,71,75,79,74,72,65,78,74,70,55,72,63,74,62,77,55,38
25000,38,22,78,59,28,51,29,33,57,62,38,40,72,43,61,67,81,38,80,43,35,70,78,75
15000,68,67,40,74,66,81,77,78,72,81,73,74,72,75,77,72,62,80,47,77,55,70,29,25
21000,80,38,57,69,39,71,75,68,61,68,76,86,71,64,70,85,77,49,82,54,44,67,69,74
1000,37,80,78,62,69,63,61,62,49,70,67,68,76,65,78,69,73,73,51,62,72,69,37,19
38000,18,17,75,59,23,49,35,29,54,63,49,55,65,51,27,73,85,15,79,41,30,60,76,76
9000,76,70,34,77,71,77,76,65,75,78,65,65,73,75,63,64,55,66,41,75,69,72,36,39
24000,72,66,47,74,51,78,75,75,73,76,73,72,76,66,76,80,70,77,61,76,68,70,68,67
10000,76,62,55,74,43,75,74,68,69,76,90,90,69,61,80,70,71,61,75,65,67,70,66,75
26000,75,33,55,76,37,74,59,38,59,74,72,75,74,82,43,77,67,34,67,45,43,70,73,76
44000,71,70,62,72,70,81,64,46,62,78,78,79,72,75,84,75,66,76,68,74,58,75,42,40
0,52,34,73,70,48,55,42,42,72,58,71,69,71,52,47,71,81,32,63,54,47,75,78,77
33000,75,48,69,71,32,75,71,38,70,76,84,79,74,81,68,76,62,58,73,63,47,68,67,74
23000,77,25,77,79,23,55,53,41,55,70,66,65,72,69,48,60,60,40,78,34,32,63,73,80
1000,50,63,46,75,31,70,40,49,73,72,68,65,75,48,47,78,73,72,64,72,41,76,72,67
20000,79,65,57,77,42,82,77,74,66,77,83,79,66,72,66,68,58,66,58,75,59,71,58,40
40000,73,64,47,67,63,81,71,69,62,74,86,82,71,73,70,81,43,74,55,71,67,62,51,41
39000,70,75,73,74,73,80,65,46,59,77,78,76,74,77,72,71,60,66,50,70,62,75,43,30
11000,75,78,55,71,69,76,69,58,66,75,73,74,76,59,78,75,67,70,42,60,65,63,56,40
28000,71,74,66,69,69,78,69,56,63,75,76,79,74,64,75,74,79,60,75,66,44,71,58,45
17000,74,68,54,72,46,77,51,45,61,73,88,91,64,78,64,88,67,68,64,73,57,78,54,56
28000,64,64,64,76,52,70,60,59,74,75,57,47,77,67,80,72,71,65,82,74,70,75,72,70
1000,74,72,70,71,64,75,62,59,66,76,84,88,71,75,66,80,74,61,75,64,61,70,52,60
20000,62,79,77,77,73,76,76,65,74,78,35,34,78,54,75,34,77,73,69,79,81,87,35,24
22000,11,20,13,36,15,20,20,14,39,29,33,41,70,51,50,30,71,14,45,60,23,68,15,15
23000,12,11,11,25,13,14,13,19,34,18,37,39,69,40,49,31,69,15,38,40,21,63,15,20
38000,61,82,66,75,75,78,84,83,69,78,66,51,75,70,75,66,69,75,58,77,78,74,25,24
18000,72,52,63,78,65,72,76,71,77,77,52,48,72,72,57,70,68,72,78,76,67,74,76,68
16000,18,13,13,52,11,12,16,12,55,44,41,42,73,64,56,44,68,13,31,70,20,58,28,15
42000,53,44,50,79,42,69,55,44,69,71,60,66,71,73,70,83,78,48,88,56,74,86,76,70
49000,71,25,72,71,26,64,51,61,69,69,49,52,73,55,70,54,77,62,75,62,44,67,74,76
41000,17,27,79,55,23,58,14,18,47,57,29,29,70,44,52,32,89,35,81,49,17,75,77,74
37000,65,61,69,78,60,70,49,59,76,75,63,62,75,58,79,69,68,75,76,73,51,76,69,70
37000,12,11,22,33,13,12,23,11,48,30,43,46,71,55,53,37,69,14,30,47,16,57,14,12
23000,56,36,74,69,40,54,57,50,65,63,67,67,69,76,62,75,77,41,82,52,53,69,74,78
14000,13,11,10,25,10,13,11,12,24,23,43,31,70,23,47,41,49,14,31,45,22,60,20,17
18000,14,13,13,36,18,19,19,19,23,12,35,35,75,59,48,34,43,19,34,51,20,60,19,14
57000,74,49,74,72,50,71,68,66,64,75,52,47,79,64,66,60,69,57,85,66,64,76,79,78
21000,12,11,13,38,12,15,11,12,36,17,42,43,75,47,57,41,61,12,37,40,24,56,13,11
48000,77,58,60,74,57,78,65,48,70,73,76,77,79,78,70,73,65,65,76,72,67,78,70,73
9000,74,75,66,75,84,77,78,75,67,78,67,72,74,66,90,68,85,75,71,74,83,79,54,39
23000,12,14,14,34,13,13,14,19,26,14,52,51,73,36,53,36,72,17,32,32,16,53,12,13
15000,76,70,57,79,61,76,81,75,74,80,62,67,73,70,73,77,74,72,86,80,73,82,33,46
9000,77,69,44,79,75,72,80,72,76,74,64,66,75,68,68,66,47,71,46,77,61,78,43,61
12000,17,12,13,33,12,13,14,10,33,20,41,38,70,60,51,25,52,12,11,40,21,63,25,11
7000,71,62,60,80,55,76,71,67,70,78,61,57,73,75,70,66,63,68,57,83,76,75,38,21
42000,30,40,80,59,29,38,30,29,58,60,31,33,76,51,52,34,77,32,72,48,30,70,77,75
18000,75,64,53,80,56,71,81,83,82,78,41,50,72,65,81,62,62,79,60,82,71,73,42,38
17000,60,42,70,71,57,68,35,45,68,71,51,55,77,70,69,74,78,67,87,69,57,77,72,75
27000,68,54,66,74,69,70,70,68,72,74,64,60,72,68,76,70,71,70,90,70,67,76,72,76
12000,57,67,69,68,63,67,66,61,64,72,49,59,78,53,71,92,80,67,82,70,66,81,82,63
57000,82,59,74,78,63,74,79,81,74,79,60,53,77,81,82,55,55,71,74,71,88,84,75,76
26000,65,25,72,69,26,61,32,23,68,70,49,54,64,61,47,65,80,26,74,53,24,66,77,76
16000,21,11,9,37,11,13,20,11,39,21,44,43,75,48,56,33,62,11,34,38,23,58,20,13
13000,71,70,43,75,73,77,81,77,67,77,71,67,69,73,75,60,54,75,41,75,78,80,42,50
9000,78,67,48,77,76,75,77,67,65,78,75,70,77,78,75,63,71,68,62,75,72,84,64,63
19000,35,26,76,63,28,49,33,48,59,61,32,33,74,63,50,64,74,29,82,49,47,71,75,78
11000,11,11,12,25,14,12,12,13,22,22,34,40,73,45,51,30,64,11,40,60,24,59,18,14
26000,77,66,47,78,66,75,80,69,75,77,59,53,76,78,75,66,59,73,64,76,58,80,69,68
18000,58,55,60,73,58,64,59,47,75,74,49,52,74,74,67,78,66,68,73,68,68,75,75,71
26000,69,75,75,69,72,75,71,70,60,74,75,75,73,74,73,77,73,71,54,69,69,74,41,33
20000,69,59,55,76,65,71,63,58,73,76,75,75,83,75,68,90,71,60,82,70,55,78,76,70
20000,78,44,73,71,59,68,64,51,63,73,68,71,75,66,61,77,73,53,74,56,55,62,69,77
24000,11,14,16,33,16,14,15,14,34,33,41,44,73,43,50,34,57,14,29,35,30,36,15,14
34000,11,12,14,29,10,8,12,11,41,23,40,41,69,51,60,29,68,10,21,58,17,55,13,13
37000,81,64,83,77,61,74,68,62,71,77,72,70,79,58,74,74,76,74,71,65,52,72,74,75
13000,72,62,36,71,61,77,78,76,70,77,82,85,70,94,69,60,29,77,30,72,71,68,35,18
9000,64,66,68,77,43,70,66,70,76,77,39,49,76,48,80,73,83,68,73,71,59,74,47,69
48000,78,67,62,74,76,80,84,84,74,79,78,79,78,69,82,78,66,77,88,72,74,77,65,73
53000,61,52,71,66,46,51,46,41,62,64,45,66,77,40,65,73,75,57,64,55,55,75,78,76
13000,43,41,67,76,45,63,59,44,71,70,55,50,65,57,65,74,73,57,83,68,51,70,72,74
39000,14,19,12,26,12,16,17,15,32,24,47,48,70,40,54,36,79,12,42,34,40,58,18,12
53000,68,63,59,79,55,67,61,68,78,76,54,50,75,70,68,68,63,67,68,78,67,76,66,61
49000,57,27,77,63,21,59,33,22,61,65,56,55,76,72,47,63,72,34,69,58,44,64,74,79
5000,75,61,50,78,70,78,80,82,76,80,72,69,71,74,78,63,65,75,50,78,72,76,58,56
19000,74,57,52,78,67,72,76,80,78,77,62,55,72,77,74,74,65,76,70,74,73,80,74,68
53000,74,62,47,74,62,77,75,62,65,78,77,80,73,64,70,72,77,68,70,68,52,74,58,50
32000,33,28,76,67,28,50,34,36,65,56,51,58,62,40,72,70,84,62,81,38,44,55,76,72
40000,24,14,13,34,12,19,25,25,28,30,42,49,72,58,54,40,77,13,45,62,23,61,26,11
28000,68,75,77,70,74,74,73,52,69,72,70,74,73,64,78,75,76,69,72,68,72,75,54,42
16000,63,79,70,72,74,73,75,59,58,76,76,49,77,71,79,69,70,75,51,65,70,74,57,19
60000,53,72,77,73,66,71,58,48,36,77,58,68,70,45,81,67,93,67,73,62,66,74,29,20
10000,54,77,68,64,77,69,61,52,48,75,71,77,75,70,75,79,78,64,72,63,71,74,39,19
13000,68,64,36,70,73,85,81,71,65,84,69,65,75,76,76,49,68,67,65,77,70,79,40,29
0,62,74,82,68,82,70,77,76,66,74,28,32,75,30,88,50,82,81,72,66,78,75,22,20
22000,51,74,73,67,68,69,68,67,44,72,70,72,71,65,80,74,86,67,75,66,62,73,40,24
19000,14,14,13,35,13,13,11,12,28,21,45,50,74,42,45,35,68,16,40,25,18,48,20,20
24000,64,50,62,74,56,71,52,45,69,73,64,65,75,70,75,86,80,62,80,64,32,76,70,69
12000,11,11,16,25,11,11,15,13,12,18,53,47,72,58,47,34,76,13,41,38,37,34,23,11
17000,72,66,61,74,45,69,51,65,71,76,73,67,75,71,82,76,69,81,70,76,64,69,73,69
30000,39,53,81,71,62,56,39,52,62,61,50,39,71,34,64,62,87,41,70,41,51,69,76,74
45000,45,22,77,67,24,58,30,34,65,67,31,33,65,31,59,57,76,31,68,56,34,69,75,76
30000,57,53,68,76,48,67,50,48,71,75,65,55,73,74,72,80,68,66,80,59,50,68,75,72
39000,60,76,90,64,74,67,53,42,57,73,43,45,74,43,82,50,91,76,88,65,73,75,26,43
57000,60,48,70,77,43,69,52,58,75,74,62,59,65,40,72,55,78,68,81,69,62,75,71,73
29000,66,40,77,73,38,64,64,66,77,71,43,53,74,58,72,72,78,66,74,69,56,70,73,76
25000,74,73,43,74,65,80,76,56,71,80,73,73,76,82,70,34,50,68,54,74,60,78,50,28
16000,11,12,13,26,13,14,12,12,29,35,43,40,69,43,50,23,58,12,35,65,23,68,20,13
58000,60,76,79,66,74,67,70,69,59,72,47,57,73,32,83,63,86,72,75,68,62,74,13,10
30000,58,54,64,74,51,67,46,41,69,68,69,65,72,72,61,88,73,54,85,63,41,70,74,76
23000,32,22,82,64,22,35,23,22,57,47,51,52,73,46,48,53,83,24,73,40,38,67,78,78
24000,48,34,77,63,29,52,39,28,47,62,52,59,70,47,55,66,89,29,75,38,31,64,76,68
52000,58,74,85,64,67,63,60,64,48,72,55,61,67,43,80,52,87,69,56,68,71,69,28,18
20000,42,22,76,68,18,31,39,34,67,67,44,45,71,50,64,54,81,28,73,37,55,73,77,74
30000,68,70,77,77,68,74,63,50,73,74,58,67,74,55,76,79,78,68,82,72,59,77,69,71
79000,67,55,68,74,59,72,69,35,66,74,69,69,74,75,69,67,64,56,74,59,45,78,78,77
27000,70,77,74,74,75,72,73,51,62,72,65,61,75,71,71,70,75,67,51,73,77,73,40,26
28000,67,67,46,79,70,76,72,69,73,77,65,64,71,87,72,76,60,69,70,76,68,79,60,45
34000,73,68,52,75,54,72,66,59,71,74,68,66,81,91,67,92,60,58,81,72,60,83,75,71
55000,68,66,65,78,64,69,63,57,74,74,56,54,74,69,71,73,65,73,73,74,61,76,70,68
20000,43,22,79,66,19,35,48,58,65,63,51,51,70,60,45,72,86,45,78,53,49,70,73,74
20000,12,12,14,26,13,15,15,12,31,25,59,56,70,60,50,36,80,16,29,55,25,65,25,12
38000,72,48,66,73,47,71,66,52,65,74,77,77,75,74,67,78,67,59,72,65,63,73,73,73
34000,76,58,58,80,69,62,72,75,82,76,59,55,71,73,77,69,56,73,69,76,70,69,69,70
9000,74,71,61,77,77,77,78,78,70,77,65,62,70,86,81,60,63,80,64,74,73,76,20,34
34000,81,72,39,75,75,77,78,66,72,76,75,72,77,83,76,80,60,77,77,76,72,73,69,66
24000,51,39,75,72,44,40,51,42,61,67,43,46,68,33,56,58,84,42,79,49,52,70,70,73
16000,52,77,76,68,75,69,70,47,42,76,74,64,74,69,74,67,74,41,83,59,80,80,31,16
19000,64,49,56,74,71,67,71,63,71,73,65,71,69,70,74,90,69,69,84,73,69,75,71,69
1000,51,30,78,62,38,33,72,62,64,63,69,66,69,43,71,70,83,36,75,51,68,66,74,72
48000,78,41,58,75,58,75,78,64,72,73,80,75,74,78,65,79,68,66,76,68,68,76,72,75
41000,80,68,54,69,58,77,78,48,65,74,81,83,71,71,77,68,78,72,54,74,61,67,49,34
44000,68,55,63,79,61,74,64,64,76,74,62,54,70,70,67,55,64,64,80,72,60,74,76,74
23000,73,58,50,76,76,75,67,58,71,77,81,85,76,84,85,77,72,69,85,71,40,67,74,72
24000,12,15,16,34,14,14,16,12,29,19,49,61,64,50,51,38,61,12,29,43,12,62,22,15
8000,14,11,12,20,15,13,12,14,31,22,45,50,65,53,53,38,65,15,25,31,14,58,12,15
23000,78,54,66,74,59,74,80,80,73,71,77,76,76,74,65,78,62,63,72,60,85,68,72,75
47000,50,79,72,65,74,72,58,54,58,70,83,85,70,74,75,69,71,70,50,55,77,64,40,11
63000,74,66,70,71,56,81,65,49,65,81,78,83,73,68,80,66,78,68,76,68,65,75,29,17
30000,61,74,77,64,72,68,40,38,46,73,66,73,72,53,81,59,85,73,79,68,73,74,25,32
53000,74,67,22,75,68,79,76,76,73,75,72,68,72,76,75,66,53,72,73,75,74,75,31,30
11000,75,54,69,73,60,73,70,58,74,76,68,57,78,63,73,80,72,67,77,68,58,76,76,74
25000,79,50,68,74,47,72,61,70,71,73,65,68,75,62,75,76,75,64,75,67,70,73,73,76
55000,74,71,43,74,51,76,77,79,67,77,75,75,69,63,73,68,57,70,36,74,61,67,28,29
34000,76,46,65,76,57,75,74,43,69,75,64,70,75,57,74,71,66,68,72,64,57,76,75,76
39000,45,76,77,64,62,70,52,43,55,75,72,68,74,48,73,75,86,68,69,55,66,76,28,29
1000,46,74,74,64,72,65,63,41,52,69,73,78,76,61,81,69,83,61,83,73,73,76,37,28
24000,69,77,72,66,69,72,68,59,61,70,75,73,77,75,72,67,72,73,49,62,71,70,43,32
0,45,75,78,68,76,66,66,58,45,76,51,50,73,66,83,33,91,72,75,65,77,77,24,28
10000,72,72,58,70,62,76,72,74,67,75,90,85,68,75,78,64,69,76,46,71,65,73,37,35
28000,52,60,74,75,58,71,64,37,70,71,68,67,69,63,67,75,77,60,71,68,66,67,76,73
22000,47,36,71,63,54,52,45,30,58,61,64,66,75,65,50,61,74,34,69,47,44,68,77,76
51000,67,62,58,80,65,79,76,72,76,79,75,72,66,77,82,74,65,72,79,71,76,75,68,69
8000,47,55,64,82,69,74,66,51,78,74,63,62,73,74,84,72,76,66,87,62,66,77,71,72
29000,12,14,13,32,18,14,13,12,31,22,49,46,71,34,46,27,68,19,12,43,17,63,28,19
23000,76,38,69,71,46,73,72,37,69,75,70,72,73,52,72,75,73,61,80,62,34,69,67,76
25000,68,74,54,66,61,80,50,47,57,74,84,91,67,62,77,78,83,62,38,66,60,59,58,11
42000,36,34,74,63,56,60,38,33,52,66,56,55,74,57,50,67,76,41,66,50,54,70,74,76
55000,73,56,60,72,57,74,64,60,67,74,86,84,71,74,72,85,71,67,67,72,40,68,72,70
18000,69,71,64,76,69,73,71,63,76,75,63,67,74,65,80,74,77,72,72,74,59,70,72,72
60000,70,62,47,72,51,80,72,63,68,75,89,88,65,92,74,70,35,66,59,70,67,74,40,36
16000,69,60,70,76,72,76,64,50,69,75,86,71,75,81,76,88,62,74,72,70,58,73,69,72
30000,68,64,77,76,60,68,69,65,74,75,64,64,74,68,75,77,78,72,80,70,65,73,71,73
24000,68,35,78,73,52,48,69,65,75,67,36,34,72,40,74,46,76,59,75,65,64,74,77,74
20000,52,78,78,71,66,75,60,59,53,76,40,51,76,59,74,70,85,67,44,70,74,76,27,13
6000,74,66,58,74,74,78,76,72,70,80,78,60,76,93,68,71,54,76,66,70,69,78,56,66
32000,61,55,74,74,60,67,57,57,74,74,61,45,75,64,77,61,78,59,83,65,68,73,71,74
30000,68,75,66,71,74,76,71,75,65,77,74,75,72,72,77,76,76,70,69,68,73,76,35,26
23000,60,47,53,73,60,65,57,59,73,73,65,66,75,75,77,66,68,66,86,68,49,76,80,74
33000,56,76,76,68,72,74,68,51,42,74,71,69,72,75,74,51,66,60,60,58,69,74,28,20
